,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
8191,213937669,835694,SENSEX502431423800CE,SENSEX50,0.0,2024-03-14,23800.0,0.05,25,CE,BFO-OPT,BFO
8192,213452805,833800,SENSEX502431423800PE,SENSEX50,0.0,2024-03-14,23800.0,0.05,25,PE,BFO-OPT,BFO
8193,217635845,850140,SENSEX502431423850CE,SENSEX50,0.0,2024-03-14,23850.0,0.05,25,CE,BFO-OPT,BFO
8194,217778949,850699,SENSEX502431423850PE,SENSEX50,0.0,2024-03-14,23850.0,0.05,25,PE,BFO-OPT,BFO
8195,217627397,850107,SENSEX502431423900CE,SENSEX50,0.0,2024-03-14,23900.0,0.05,25,CE,BFO-OPT,BFO
8196,217667077,850262,SENSEX502431423900PE,SENSEX50,0.0,2024-03-14,23900.0,0.05,25,PE,BFO-OPT,BFO
8197,218499077,853512,SENSEX502431423950CE,SENSEX50,0.0,2024-03-14,23950.0,0.05,25,CE,BFO-OPT,BFO
8198,218542853,853683,SENSEX502431423950PE,SENSEX50,0.0,2024-03-14,23950.0,0.05,25,PE,BFO-OPT,BFO
8199,218665989,854164,SENSEX502431424000CE,SENSEX50,0.0,2024-03-14,24000.0,0.05,25,CE,BFO-OPT,BFO
8200,218710021,854336,SENSEX502431424000PE,SENSEX50,0.0,2024-03-14,24000.0,0.05,25,PE,BFO-OPT,BFO
8201,216740869,846644,SENSEX502432121750CE,SENSEX50,0.0,2024-03-21,21750.0,0.05,25,CE,BFO-OPT,BFO
8202,216873733,847163,SENSEX502432121750PE,SENSEX50,0.0,2024-03-21,21750.0,0.05,25,PE,BFO-OPT,BFO
8203,216086789,844089,SENSEX502432121800CE,SENSEX50,0.0,2024-03-21,21800.0,0.05,25,CE,BFO-OPT,BFO
8204,216843781,847046,SENSEX502432121800PE,SENSEX50,0.0,2024-03-21,21800.0,0.05,25,PE,BFO-OPT,BFO
8205,215880709,843284,SENSEX502432121850CE,SENSEX50,0.0,2024-03-21,21850.0,0.05,25,CE,BFO-OPT,BFO
8206,216126213,844243,SENSEX502432121850PE,SENSEX50,0.0,2024-03-21,21850.0,0.05,25,PE,BFO-OPT,BFO
8207,215820805,843050,SENSEX502432121900CE,SENSEX50,0.0,2024-03-21,21900.0,0.05,25,CE,BFO-OPT,BFO
8208,216071941,844031,SENSEX502432121900PE,SENSEX50,0.0,2024-03-21,21900.0,0.05,25,PE,BFO-OPT,BFO
8209,215648261,842376,SENSEX502432121950CE,SENSEX50,0.0,2024-03-21,21950.0,0.05,25,CE,BFO-OPT,BFO
8210,215872773,843253,SENSEX502432121950PE,SENSEX50,0.0,2024-03-21,21950.0,0.05,25,PE,BFO-OPT,BFO
8211,216600837,846097,SENSEX502432122000CE,SENSEX50,0.0,2024-03-21,22000.0,0.05,25,CE,BFO-OPT,BFO
8212,216736773,846628,SENSEX502432122000PE,SENSEX50,0.0,2024-03-21,22000.0,0.05,25,PE,BFO-OPT,BFO
8213,216376581,845221,SENSEX502432122050CE,SENSEX50,0.0,2024-03-21,22050.0,0.05,25,CE,BFO-OPT,BFO
8214,216628485,846205,SENSEX502432122050PE,SENSEX50,0.0,2024-03-21,22050.0,0.05,25,PE,BFO-OPT,BFO
8215,215649029,842379,SENSEX502432122100CE,SENSEX50,0.0,2024-03-21,22100.0,0.05,25,CE,BFO-OPT,BFO
8216,216591365,846060,SENSEX502432122100PE,SENSEX50,0.0,2024-03-21,22100.0,0.05,25,PE,BFO-OPT,BFO
8217,215428357,841517,SENSEX502432122150CE,SENSEX50,0.0,2024-03-21,22150.0,0.05,25,CE,BFO-OPT,BFO
8218,216371205,845200,SENSEX502432122150PE,SENSEX50,0.0,2024-03-21,22150.0,0.05,25,PE,BFO-OPT,BFO
8219,215392773,841378,SENSEX502432122200CE,SENSEX50,0.0,2024-03-21,22200.0,0.05,25,CE,BFO-OPT,BFO
8220,215634437,842322,SENSEX502432122200PE,SENSEX50,0.0,2024-03-21,22200.0,0.05,25,PE,BFO-OPT,BFO
8221,215180293,840548,SENSEX502432122250CE,SENSEX50,0.0,2024-03-21,22250.0,0.05,25,CE,BFO-OPT,BFO
8222,215419397,841482,SENSEX502432122250PE,SENSEX50,0.0,2024-03-21,22250.0,0.05,25,PE,BFO-OPT,BFO
8223,215130117,840352,SENSEX502432122300CE,SENSEX50,0.0,2024-03-21,22300.0,0.05,25,CE,BFO-OPT,BFO
8224,215376389,841314,SENSEX502432122300PE,SENSEX50,0.0,2024-03-21,22300.0,0.05,25,PE,BFO-OPT,BFO
8225,217060101,847891,SENSEX502432122350CE,SENSEX50,0.0,2024-03-21,22350.0,0.05,25,CE,BFO-OPT,BFO
8226,215166981,840496,SENSEX502432122350PE,SENSEX50,0.0,2024-03-21,22350.0,0.05,25,PE,BFO-OPT,BFO
8227,216669445,846365,SENSEX502432122400CE,SENSEX50,0.0,2024-03-21,22400.0,0.05,25,CE,BFO-OPT,BFO
8228,216793605,846850,SENSEX502432122400PE,SENSEX50,0.0,2024-03-21,22400.0,0.05,25,PE,BFO-OPT,BFO
8229,216512261,845751,SENSEX502432122450CE,SENSEX50,0.0,2024-03-21,22450.0,0.05,25,CE,BFO-OPT,BFO
8230,216691461,846451,SENSEX502432122450PE,SENSEX50,0.0,2024-03-21,22450.0,0.05,25,PE,BFO-OPT,BFO
8231,216451077,845512,SENSEX502432122500CE,SENSEX50,0.0,2024-03-21,22500.0,0.05,25,CE,BFO-OPT,BFO
8232,216662789,846339,SENSEX502432122500PE,SENSEX50,0.0,2024-03-21,22500.0,0.05,25,PE,BFO-OPT,BFO
8233,216247557,844717,SENSEX502432122550CE,SENSEX50,0.0,2024-03-21,22550.0,0.05,25,CE,BFO-OPT,BFO
8234,216495365,845685,SENSEX502432122550PE,SENSEX50,0.0,2024-03-21,22550.0,0.05,25,PE,BFO-OPT,BFO
8235,215499269,841794,SENSEX502432122600CE,SENSEX50,0.0,2024-03-21,22600.0,0.05,25,CE,BFO-OPT,BFO
8236,216439813,845468,SENSEX502432122600PE,SENSEX50,0.0,2024-03-21,22600.0,0.05,25,PE,BFO-OPT,BFO
8237,215286533,840963,SENSEX502432122650CE,SENSEX50,0.0,2024-03-21,22650.0,0.05,25,CE,BFO-OPT,BFO
8238,215538693,841948,SENSEX502432122650PE,SENSEX50,0.0,2024-03-21,22650.0,0.05,25,PE,BFO-OPT,BFO
8239,215231237,840747,SENSEX502432122700CE,SENSEX50,0.0,2024-03-21,22700.0,0.05,25,CE,BFO-OPT,BFO
8240,215487493,841748,SENSEX502432122700PE,SENSEX50,0.0,2024-03-21,22700.0,0.05,25,PE,BFO-OPT,BFO
8241,215024133,839938,SENSEX502432122750CE,SENSEX50,0.0,2024-03-21,22750.0,0.05,25,CE,BFO-OPT,BFO
8242,215271685,840905,SENSEX502432122750PE,SENSEX50,0.0,2024-03-21,22750.0,0.05,25,PE,BFO-OPT,BFO
8243,214978053,839758,SENSEX502432122800CE,SENSEX50,0.0,2024-03-21,22800.0,0.05,25,CE,BFO-OPT,BFO
8244,215223557,840717,SENSEX502432122800PE,SENSEX50,0.0,2024-03-21,22800.0,0.05,25,PE,BFO-OPT,BFO
8245,216616709,846159,SENSEX502432122850CE,SENSEX50,0.0,2024-03-21,22850.0,0.05,25,CE,BFO-OPT,BFO
8246,215014661,839901,SENSEX502432122850PE,SENSEX50,0.0,2024-03-21,22850.0,0.05,25,PE,BFO-OPT,BFO
8247,216568837,845972,SENSEX502432122900CE,SENSEX50,0.0,2024-03-21,22900.0,0.05,25,CE,BFO-OPT,BFO
8248,216721157,846567,SENSEX502432122900PE,SENSEX50,0.0,2024-03-21,22900.0,0.05,25,PE,BFO-OPT,BFO
8249,216350981,845121,SENSEX502432122950CE,SENSEX50,0.0,2024-03-21,22950.0,0.05,25,CE,BFO-OPT,BFO
8250,216610309,846134,SENSEX502432122950PE,SENSEX50,0.0,2024-03-21,22950.0,0.05,25,PE,BFO-OPT,BFO
8251,216990469,847619,SENSEX502432123000CE,SENSEX50,0.0,2024-03-21,23000.0,0.05,25,CE,BFO-OPT,BFO
8252,215015685,839905,SENSEX502432123000PE,SENSEX50,0.0,2024-03-21,23000.0,0.05,25,PE,BFO-OPT,BFO
8253,216884741,847206,SENSEX502432123050CE,SENSEX50,0.0,2024-03-21,23050.0,0.05,25,CE,BFO-OPT,BFO
8254,217008645,847690,SENSEX502432123050PE,SENSEX50,0.0,2024-03-21,23050.0,0.05,25,PE,BFO-OPT,BFO
8255,216860165,847110,SENSEX502432123100CE,SENSEX50,0.0,2024-03-21,23100.0,0.05,25,CE,BFO-OPT,BFO
8256,216984325,847595,SENSEX502432123100PE,SENSEX50,0.0,2024-03-21,23100.0,0.05,25,PE,BFO-OPT,BFO
8257,216748293,846673,SENSEX502432123150CE,SENSEX50,0.0,2024-03-21,23150.0,0.05,25,CE,BFO-OPT,BFO
8258,216878341,847181,SENSEX502432123150PE,SENSEX50,0.0,2024-03-21,23150.0,0.05,25,PE,BFO-OPT,BFO
8259,216096261,844126,SENSEX502432123200CE,SENSEX50,0.0,2024-03-21,23200.0,0.05,25,CE,BFO-OPT,BFO
8260,216341509,845084,SENSEX502432123200PE,SENSEX50,0.0,2024-03-21,23200.0,0.05,25,PE,BFO-OPT,BFO
8261,215897093,843348,SENSEX502432123250CE,SENSEX50,0.0,2024-03-21,23250.0,0.05,25,CE,BFO-OPT,BFO
8262,216138757,844292,SENSEX502432123250PE,SENSEX50,0.0,2024-03-21,23250.0,0.05,25,PE,BFO-OPT,BFO
8263,215839237,843122,SENSEX502432123300CE,SENSEX50,0.0,2024-03-21,23300.0,0.05,25,CE,BFO-OPT,BFO
8264,216088325,844095,SENSEX502432123300PE,SENSEX50,0.0,2024-03-21,23300.0,0.05,25,PE,BFO-OPT,BFO
8265,215662085,842430,SENSEX502432123350CE,SENSEX50,0.0,2024-03-21,23350.0,0.05,25,CE,BFO-OPT,BFO
8266,215882245,843290,SENSEX502432123350PE,SENSEX50,0.0,2024-03-21,23350.0,0.05,25,PE,BFO-OPT,BFO
8267,217043461,847826,SENSEX502432123400CE,SENSEX50,0.0,2024-03-21,23400.0,0.05,25,CE,BFO-OPT,BFO
8268,215821317,843052,SENSEX502432123400PE,SENSEX50,0.0,2024-03-21,23400.0,0.05,25,PE,BFO-OPT,BFO
8269,216936453,847408,SENSEX502432123450CE,SENSEX50,0.0,2024-03-21,23450.0,0.05,25,CE,BFO-OPT,BFO
8270,214923013,839543,SENSEX502432123450PE,SENSEX50,0.0,2024-03-21,23450.0,0.05,25,PE,BFO-OPT,BFO
8271,216913413,847318,SENSEX502432123500CE,SENSEX50,0.0,2024-03-21,23500.0,0.05,25,CE,BFO-OPT,BFO
8272,217038085,847805,SENSEX502432123500PE,SENSEX50,0.0,2024-03-21,23500.0,0.05,25,PE,BFO-OPT,BFO
8273,216805893,846898,SENSEX502432123550CE,SENSEX50,0.0,2024-03-21,23550.0,0.05,25,CE,BFO-OPT,BFO
8274,216931333,847388,SENSEX502432123550PE,SENSEX50,0.0,2024-03-21,23550.0,0.05,25,PE,BFO-OPT,BFO
8275,216779013,846793,SENSEX502432123600CE,SENSEX50,0.0,2024-03-21,23600.0,0.05,25,CE,BFO-OPT,BFO
8276,216908037,847297,SENSEX502432123600PE,SENSEX50,0.0,2024-03-21,23600.0,0.05,25,PE,BFO-OPT,BFO
8277,216006661,843776,SENSEX502432123650CE,SENSEX50,0.0,2024-03-21,23650.0,0.05,25,CE,BFO-OPT,BFO
8278,216801541,846881,SENSEX502432123650PE,SENSEX50,0.0,2024-03-21,23650.0,0.05,25,PE,BFO-OPT,BFO
8279,215962885,843605,SENSEX502432123700CE,SENSEX50,0.0,2024-03-21,23700.0,0.05,25,CE,BFO-OPT,BFO
8280,216205061,844551,SENSEX502432123700PE,SENSEX50,0.0,2024-03-21,23700.0,0.05,25,PE,BFO-OPT,BFO
8281,215749893,842773,SENSEX502432123750CE,SENSEX50,0.0,2024-03-21,23750.0,0.05,25,CE,BFO-OPT,BFO
8282,216000005,843750,SENSEX502432123750PE,SENSEX50,0.0,2024-03-21,23750.0,0.05,25,PE,BFO-OPT,BFO
8283,217510917,849652,SENSEX502432123800CE,SENSEX50,0.0,2024-03-21,23800.0,0.05,25,CE,BFO-OPT,BFO
8284,217546757,849792,SENSEX502432123800PE,SENSEX50,0.0,2024-03-21,23800.0,0.05,25,PE,BFO-OPT,BFO
8285,217479429,849529,SENSEX502432123850CE,SENSEX50,0.0,2024-03-21,23850.0,0.05,25,CE,BFO-OPT,BFO
8286,217517061,849676,SENSEX502432123850PE,SENSEX50,0.0,2024-03-21,23850.0,0.05,25,PE,BFO-OPT,BFO
8287,217755141,850606,SENSEX502432123900CE,SENSEX50,0.0,2024-03-21,23900.0,0.05,25,CE,BFO-OPT,BFO
8288,217395461,849201,SENSEX502432123900PE,SENSEX50,0.0,2024-03-21,23900.0,0.05,25,PE,BFO-OPT,BFO
8289,218647045,854090,SENSEX502432123950CE,SENSEX50,0.0,2024-03-21,23950.0,0.05,25,CE,BFO-OPT,BFO
8290,218690053,854258,SENSEX502432123950PE,SENSEX50,0.0,2024-03-21,23950.0,0.05,25,PE,BFO-OPT,BFO
8291,218370053,853008,SENSEX502432124000CE,SENSEX50,0.0,2024-03-21,24000.0,0.05,25,CE,BFO-OPT,BFO
8292,218412293,853173,SENSEX502432124000PE,SENSEX50,0.0,2024-03-21,24000.0,0.05,25,PE,BFO-OPT,BFO
8293,212487941,830031,SENSEX5024APR21400CE,SENSEX50,0.0,2024-04-25,21400.0,0.05,25,CE,BFO-OPT,BFO
8294,212745221,831036,SENSEX5024APR21400PE,SENSEX50,0.0,2024-04-25,21400.0,0.05,25,PE,BFO-OPT,BFO
8295,212140293,828673,SENSEX5024APR21450CE,SENSEX50,0.0,2024-04-25,21450.0,0.05,25,CE,BFO-OPT,BFO
8296,212522501,830166,SENSEX5024APR21450PE,SENSEX50,0.0,2024-04-25,21450.0,0.05,25,PE,BFO-OPT,BFO
8297,211339781,825546,SENSEX5024APR21500CE,SENSEX50,0.0,2024-04-25,21500.0,0.05,25,CE,BFO-OPT,BFO
8298,212348421,829486,SENSEX5024APR21500PE,SENSEX50,0.0,2024-04-25,21500.0,0.05,25,PE,BFO-OPT,BFO
8299,211121157,824692,SENSEX5024APR21550CE,SENSEX50,0.0,2024-04-25,21550.0,0.05,25,CE,BFO-OPT,BFO
8300,212128261,828626,SENSEX5024APR21550PE,SENSEX50,0.0,2024-04-25,21550.0,0.05,25,PE,BFO-OPT,BFO
8301,211067909,824484,SENSEX5024APR21600CE,SENSEX50,0.0,2024-04-25,21600.0,0.05,25,CE,BFO-OPT,BFO
8302,211329797,825507,SENSEX5024APR21600PE,SENSEX50,0.0,2024-04-25,21600.0,0.05,25,PE,BFO-OPT,BFO
8303,210856197,823657,SENSEX5024APR21650CE,SENSEX50,0.0,2024-04-25,21650.0,0.05,25,CE,BFO-OPT,BFO
8304,211110149,824649,SENSEX5024APR21650PE,SENSEX50,0.0,2024-04-25,21650.0,0.05,25,PE,BFO-OPT,BFO
8305,210803205,823450,SENSEX5024APR21700CE,SENSEX50,0.0,2024-04-25,21700.0,0.05,25,CE,BFO-OPT,BFO
8306,211054597,824432,SENSEX5024APR21700PE,SENSEX50,0.0,2024-04-25,21700.0,0.05,25,PE,BFO-OPT,BFO
8307,210584837,822597,SENSEX5024APR21750CE,SENSEX50,0.0,2024-04-25,21750.0,0.05,25,CE,BFO-OPT,BFO
8308,210843141,823606,SENSEX5024APR21750PE,SENSEX50,0.0,2024-04-25,21750.0,0.05,25,PE,BFO-OPT,BFO
8309,212599557,830467,SENSEX5024APR21800CE,SENSEX50,0.0,2024-04-25,21800.0,0.05,25,CE,BFO-OPT,BFO
8310,210053125,820520,SENSEX5024APR21800PE,SENSEX50,0.0,2024-04-25,21800.0,0.05,25,PE,BFO-OPT,BFO
8311,212262405,829150,SENSEX5024APR21850CE,SENSEX50,0.0,2024-04-25,21850.0,0.05,25,CE,BFO-OPT,BFO
8312,212645637,830647,SENSEX5024APR21850PE,SENSEX50,0.0,2024-04-25,21850.0,0.05,25,PE,BFO-OPT,BFO
8313,212204293,828923,SENSEX5024APR21900CE,SENSEX50,0.0,2024-04-25,21900.0,0.05,25,CE,BFO-OPT,BFO
8314,212585221,830411,SENSEX5024APR21900PE,SENSEX50,0.0,2024-04-25,21900.0,0.05,25,PE,BFO-OPT,BFO
8315,211998725,828120,SENSEX5024APR21950CE,SENSEX50,0.0,2024-04-25,21950.0,0.05,25,CE,BFO-OPT,BFO
8316,212250885,829105,SENSEX5024APR21950PE,SENSEX50,0.0,2024-04-25,21950.0,0.05,25,PE,BFO-OPT,BFO
8317,210324741,821581,SENSEX5024APR22000CE,SENSEX50,0.0,2024-04-25,22000.0,0.05,25,CE,BFO-OPT,BFO
8318,210572549,822549,SENSEX5024APR22000PE,SENSEX50,0.0,2024-04-25,22000.0,0.05,25,PE,BFO-OPT,BFO
8319,210114565,820760,SENSEX5024APR22050CE,SENSEX50,0.0,2024-04-25,22050.0,0.05,25,CE,BFO-OPT,BFO
8320,210356741,821706,SENSEX5024APR22050PE,SENSEX50,0.0,2024-04-25,22050.0,0.05,25,PE,BFO-OPT,BFO
8321,212000261,828126,SENSEX5024APR22100CE,SENSEX50,0.0,2024-04-25,22100.0,0.05,25,CE,BFO-OPT,BFO
8322,210311941,821531,SENSEX5024APR22100PE,SENSEX50,0.0,2024-04-25,22100.0,0.05,25,PE,BFO-OPT,BFO
8323,211781893,827273,SENSEX5024APR22150CE,SENSEX50,0.0,2024-04-25,22150.0,0.05,25,CE,BFO-OPT,BFO
8324,212031237,828247,SENSEX5024APR22150PE,SENSEX50,0.0,2024-04-25,22150.0,0.05,25,PE,BFO-OPT,BFO
8325,211729925,827070,SENSEX5024APR22200CE,SENSEX50,0.0,2024-04-25,22200.0,0.05,25,CE,BFO-OPT,BFO
8326,211985669,828069,SENSEX5024APR22200PE,SENSEX50,0.0,2024-04-25,22200.0,0.05,25,PE,BFO-OPT,BFO
8327,211500805,826175,SENSEX5024APR22250CE,SENSEX50,0.0,2024-04-25,22250.0,0.05,25,CE,BFO-OPT,BFO
8328,211767045,827215,SENSEX5024APR22250PE,SENSEX50,0.0,2024-04-25,22250.0,0.05,25,PE,BFO-OPT,BFO
8329,211447557,825967,SENSEX5024APR22300CE,SENSEX50,0.0,2024-04-25,22300.0,0.05,25,CE,BFO-OPT,BFO
8330,211712773,827003,SENSEX5024APR22300PE,SENSEX50,0.0,2024-04-25,22300.0,0.05,25,PE,BFO-OPT,BFO
8331,210488837,822222,SENSEX5024APR22350CE,SENSEX50,0.0,2024-04-25,22350.0,0.05,25,CE,BFO-OPT,BFO
8332,211485445,826115,SENSEX5024APR22350PE,SENSEX50,0.0,2024-04-25,22350.0,0.05,25,PE,BFO-OPT,BFO
8333,210438661,822026,SENSEX5024APR22400CE,SENSEX50,0.0,2024-04-25,22400.0,0.05,25,CE,BFO-OPT,BFO
8334,210695429,823029,SENSEX5024APR22400PE,SENSEX50,0.0,2024-04-25,22400.0,0.05,25,PE,BFO-OPT,BFO
8335,210232325,821220,SENSEX5024APR22450CE,SENSEX50,0.0,2024-04-25,22450.0,0.05,25,CE,BFO-OPT,BFO
8336,210476805,822175,SENSEX5024APR22450PE,SENSEX50,0.0,2024-04-25,22450.0,0.05,25,PE,BFO-OPT,BFO
8337,210181125,821020,SENSEX5024APR22500CE,SENSEX50,0.0,2024-04-25,22500.0,0.05,25,CE,BFO-OPT,BFO
8338,210426373,821978,SENSEX5024APR22500PE,SENSEX50,0.0,2024-04-25,22500.0,0.05,25,PE,BFO-OPT,BFO
8339,212766469,831119,SENSEX5024APR22550CE,SENSEX50,0.0,2024-04-25,22550.0,0.05,25,CE,BFO-OPT,BFO
8340,210221061,821176,SENSEX5024APR22550PE,SENSEX50,0.0,2024-04-25,22550.0,0.05,25,PE,BFO-OPT,BFO
8341,211844101,827516,SENSEX5024APR22600CE,SENSEX50,0.0,2024-04-25,22600.0,0.05,25,CE,BFO-OPT,BFO
8342,212095749,828499,SENSEX5024APR22600PE,SENSEX50,0.0,2024-04-25,22600.0,0.05,25,PE,BFO-OPT,BFO
8343,211623685,826655,SENSEX5024APR22650CE,SENSEX50,0.0,2024-04-25,22650.0,0.05,25,CE,BFO-OPT,BFO
8344,211892485,827705,SENSEX5024APR22650PE,SENSEX50,0.0,2024-04-25,22650.0,0.05,25,PE,BFO-OPT,BFO
8345,211567365,826435,SENSEX5024APR22700CE,SENSEX50,0.0,2024-04-25,22700.0,0.05,25,CE,BFO-OPT,BFO
8346,211834629,827479,SENSEX5024APR22700PE,SENSEX50,0.0,2024-04-25,22700.0,0.05,25,PE,BFO-OPT,BFO
8347,211350533,825588,SENSEX5024APR22750CE,SENSEX50,0.0,2024-04-25,22750.0,0.05,25,CE,BFO-OPT,BFO
8348,211611909,826609,SENSEX5024APR22750PE,SENSEX50,0.0,2024-04-25,22750.0,0.05,25,PE,BFO-OPT,BFO
8349,210551813,822468,SENSEX5024APR22800CE,SENSEX50,0.0,2024-04-25,22800.0,0.05,25,CE,BFO-OPT,BFO
8350,211555333,826388,SENSEX5024APR22800PE,SENSEX50,0.0,2024-04-25,22800.0,0.05,25,PE,BFO-OPT,BFO
8351,210340101,821641,SENSEX5024APR22850CE,SENSEX50,0.0,2024-04-25,22850.0,0.05,25,CE,BFO-OPT,BFO
8352,211340037,825547,SENSEX5024APR22850PE,SENSEX50,0.0,2024-04-25,22850.0,0.05,25,PE,BFO-OPT,BFO
8353,210295813,821468,SENSEX5024APR22900CE,SENSEX50,0.0,2024-04-25,22900.0,0.05,25,CE,BFO-OPT,BFO
8354,210542341,822431,SENSEX5024APR22900PE,SENSEX50,0.0,2024-04-25,22900.0,0.05,25,PE,BFO-OPT,BFO
8355,210078725,820620,SENSEX5024APR22950CE,SENSEX50,0.0,2024-04-25,22950.0,0.05,25,CE,BFO-OPT,BFO
8356,210331397,821607,SENSEX5024APR22950PE,SENSEX50,0.0,2024-04-25,22950.0,0.05,25,PE,BFO-OPT,BFO
8357,211078917,824527,SENSEX5024APR23000CE,SENSEX50,0.0,2024-04-25,23000.0,0.05,25,CE,BFO-OPT,BFO
8358,211340805,825550,SENSEX5024APR23000PE,SENSEX50,0.0,2024-04-25,23000.0,0.05,25,PE,BFO-OPT,BFO
8359,210869765,823710,SENSEX5024APR23050CE,SENSEX50,0.0,2024-04-25,23050.0,0.05,25,CE,BFO-OPT,BFO
8360,211121669,824694,SENSEX5024APR23050PE,SENSEX50,0.0,2024-04-25,23050.0,0.05,25,PE,BFO-OPT,BFO
8361,210814981,823496,SENSEX5024APR23100CE,SENSEX50,0.0,2024-04-25,23100.0,0.05,25,CE,BFO-OPT,BFO
8362,211068421,824486,SENSEX5024APR23100PE,SENSEX50,0.0,2024-04-25,23100.0,0.05,25,PE,BFO-OPT,BFO
8363,212672773,830753,SENSEX5024APR23150CE,SENSEX50,0.0,2024-04-25,23150.0,0.05,25,CE,BFO-OPT,BFO
8364,210857477,823662,SENSEX5024APR23150PE,SENSEX50,0.0,2024-04-25,23150.0,0.05,25,PE,BFO-OPT,BFO
8365,212615173,830528,SENSEX5024APR23200CE,SENSEX50,0.0,2024-04-25,23200.0,0.05,25,CE,BFO-OPT,BFO
8366,210067973,820578,SENSEX5024APR23200PE,SENSEX50,0.0,2024-04-25,23200.0,0.05,25,PE,BFO-OPT,BFO
8367,212274693,829198,SENSEX5024APR23250CE,SENSEX50,0.0,2024-04-25,23250.0,0.05,25,CE,BFO-OPT,BFO
8368,212660485,830705,SENSEX5024APR23250PE,SENSEX50,0.0,2024-04-25,23250.0,0.05,25,PE,BFO-OPT,BFO
8369,212221957,828992,SENSEX5024APR23300CE,SENSEX50,0.0,2024-04-25,23300.0,0.05,25,CE,BFO-OPT,BFO
8370,212601349,830474,SENSEX5024APR23300PE,SENSEX50,0.0,2024-04-25,23300.0,0.05,25,PE,BFO-OPT,BFO
8371,212010245,828165,SENSEX5024APR23350CE,SENSEX50,0.0,2024-04-25,23350.0,0.05,25,CE,BFO-OPT,BFO
8372,212263429,829154,SENSEX5024APR23350PE,SENSEX50,0.0,2024-04-25,23350.0,0.05,25,PE,BFO-OPT,BFO
8373,211200005,825000,SENSEX5024APR23400CE,SENSEX50,0.0,2024-04-25,23400.0,0.05,25,CE,BFO-OPT,BFO
8374,211458053,826008,SENSEX5024APR23400PE,SENSEX50,0.0,2024-04-25,23400.0,0.05,25,PE,BFO-OPT,BFO
8375,213603845,834390,SENSEX5024APR23450CE,SENSEX50,0.0,2024-04-25,23450.0,0.05,25,CE,BFO-OPT,BFO
8376,213652997,834582,SENSEX5024APR23450PE,SENSEX50,0.0,2024-04-25,23450.0,0.05,25,PE,BFO-OPT,BFO
8377,213592581,834346,SENSEX5024APR23500CE,SENSEX50,0.0,2024-04-25,23500.0,0.05,25,CE,BFO-OPT,BFO
8378,213641733,834538,SENSEX5024APR23500PE,SENSEX50,0.0,2024-04-25,23500.0,0.05,25,PE,BFO-OPT,BFO
8379,213551877,834187,SENSEX5024APR23550CE,SENSEX50,0.0,2024-04-25,23550.0,0.05,25,CE,BFO-OPT,BFO
8380,213600773,834378,SENSEX5024APR23550PE,SENSEX50,0.0,2024-04-25,23550.0,0.05,25,PE,BFO-OPT,BFO
8381,213922309,835634,SENSEX5024APR23600CE,SENSEX50,0.0,2024-04-25,23600.0,0.05,25,CE,BFO-OPT,BFO
8382,213590277,834337,SENSEX5024APR23600PE,SENSEX50,0.0,2024-04-25,23600.0,0.05,25,PE,BFO-OPT,BFO
8383,213870341,835431,SENSEX5024APR23650CE,SENSEX50,0.0,2024-04-25,23650.0,0.05,25,CE,BFO-OPT,BFO
8384,213549317,834177,SENSEX5024APR23650PE,SENSEX50,0.0,2024-04-25,23650.0,0.05,25,PE,BFO-OPT,BFO
8385,213860357,835392,SENSEX5024APR23700CE,SENSEX50,0.0,2024-04-25,23700.0,0.05,25,CE,BFO-OPT,BFO
8386,213917957,835617,SENSEX5024APR23700PE,SENSEX50,0.0,2024-04-25,23700.0,0.05,25,PE,BFO-OPT,BFO
8387,213816069,835219,SENSEX5024APR23750CE,SENSEX50,0.0,2024-04-25,23750.0,0.05,25,CE,BFO-OPT,BFO
8388,213865989,835414,SENSEX5024APR23750PE,SENSEX50,0.0,2024-04-25,23750.0,0.05,25,PE,BFO-OPT,BFO
8389,213807877,835187,SENSEX5024APR23800CE,SENSEX50,0.0,2024-04-25,23800.0,0.05,25,CE,BFO-OPT,BFO
8390,213858053,835383,SENSEX5024APR23800PE,SENSEX50,0.0,2024-04-25,23800.0,0.05,25,PE,BFO-OPT,BFO
8391,217660165,850235,SENSEX5024APR23850CE,SENSEX50,0.0,2024-04-25,23850.0,0.05,25,CE,BFO-OPT,BFO
8392,217699845,850390,SENSEX5024APR23850PE,SENSEX50,0.0,2024-04-25,23850.0,0.05,25,PE,BFO-OPT,BFO
8393,217536517,849752,SENSEX5024APR23900CE,SENSEX50,0.0,2024-04-25,23900.0,0.05,25,CE,BFO-OPT,BFO
8394,217576965,849910,SENSEX5024APR23900PE,SENSEX50,0.0,2024-04-25,23900.0,0.05,25,PE,BFO-OPT,BFO
8395,218403589,853139,SENSEX5024APR23950CE,SENSEX50,0.0,2024-04-25,23950.0,0.05,25,CE,BFO-OPT,BFO
8396,218443781,853296,SENSEX5024APR23950PE,SENSEX50,0.0,2024-04-25,23950.0,0.05,25,PE,BFO-OPT,BFO
8397,218570757,853792,SENSEX5024APR24000CE,SENSEX50,0.0,2024-04-25,24000.0,0.05,25,CE,BFO-OPT,BFO
8398,218612997,853957,SENSEX5024APR24000PE,SENSEX50,0.0,2024-04-25,24000.0,0.05,25,PE,BFO-OPT,BFO
